name,address,postcode,lat,long,web
West Park Museum,"Prestbury Road, Macclesfield, SK10 3BJ",SK10 3BJ,53.2636357771558,-2.13457245757696,www.macclesfield.silk.museum
Greater Manchester Police Museum & Archives,"57A Newton Street, Manchester, M1 1ET",M1 1ET,53.4824655951077,-2.23256536954785,www.gmpmuseum.co.uk
"Museum of Medicine and Health, University of Manchester","Room 1.722, Stopford Building, Oxford Road, Manchester, M13 9PT",M13 9PT,53.464377220242,-2.22977019445586,http://www.mms.manchester.ac.uk/museum/
Museum of Science and Industry,"Liverpool Road, Castlefield, Manchester, M3 4FP",M3 4FP,53.4767238024751,-2.25374814568211,www.mosi.org.uk
Museum of Transport - Greater Manchester,"Boyle Street, Cheetham, Manchester, M8 8UW",M8 8UW,53.5014274335735,-2.23449340179518,www.gmts.co.uk
People’s History Museum,"Left Bank, Spinningfields, Manchester, M3 3ER",M3 3ER,53.4813178078235,-2.25332352853186,www.phm.org.uk
Maryport Maritime Museum,"1 Senhouse Street, Maryport, Cumbria, CA15 6AB",CA15 6AB,54.7144201917031,-3.50021223572594,www.allerdale.gov.uk
Senhouse Roman Museum,"The Battery, Sea Brows, Maryport, Cumbria, CA15 6JD",CA15 6JD,54.7195516600853,-3.49661346200619,www.senhousemuseum.co.uk
Nantwich Museum,"Pillory Street, Nantwich, Cheshire, CW5 5BQ",CW5 5BQ,53.0654190349834,-2.52056358522228,www.nantwichmuseum.org.net
British in India Museum,"Hendon Mill, Hallam Road, Nelson, Lancashire, BB9 8AD",BB9 8AD,53.839093806897,-2.20045293109519
Lion Salt Works,"Ollershaw Lane, Marston, Northwich, Cheshire, CW9 6ES",CW9 6ES,53.2744372477429,-2.49601825099513,www.westcheshiremuseums.co.uk
Weaver Hall Museum and Workhouse,"162 London Road, Northwich, Cheshire, CW9 8AB",CW9 8AB,53.2541193517489,-2.51372455021258,www.westcheshiremuseums.co.uk
Gallery Oldham,"Cultural Quarter, Greaves Street, Oldham, OL1 1AL",OL1 1AL,53.5401677120032,-2.10925433578287,www.galleryoldham.org.uk
Gawthorpe Hall,"Padiham, near Burnley, Lancashire, BB12 8UA",BB12 8UA,53.8025013493659,-2.29701191708185,www.lancashire.gov.uk/museums
Penrith and Eden Museum,"Robinson’s School, Middlegate, Penrith, Cumbria, CA11 7PT",CA11 7PT,54.6655241700781,-2.75383409865267,www.eden.gov.uk/museum
Port Sunlight Village Trust Museum,"23 King George’s Drive, Port Sunlight, Wirral, Merseyside, CH62 5DX",CH62 5DX,53.3542460989208,-2.9976955349235,www.portsunlightvillage.com
Anson Engine Museum,"Anson Road, Poynton, Cheshire, SK12 1TD",SK12 1TD,53.3479032109273,-2.08827178040246,www.enginemuseum.org
Prescot Museum,"The Prescot Centre, Prescot Shopping Centre, Aspinall Street, Prescot, Knowsley, L34 5GA",L34 5GA,53.4288339673723,-2.80375558373094,www.prescotmuseum.org.uk
Lancashire Infantry Museum,"Fulwood Barracks, Preston, Lancashire, PR2 8AA",PR2 8AA,53.7781316465003,-2.68589091725302,www.lancashireinfantrymuseum.org.uk
Museum of Lancashire,"Stanley Street, Preston, Lancashire, PR1 4YP",PR1 4YP,53.7613192469759,-2.68824103094666,www.lancashire.gov.uk/museums
Ellenroad Engine House,"Elizabethan Way, Newhey, Rochdale, OL16 4LE",OL16 4LE,53.6011027772835,-2.10551322148436,www.ellenroad.org.uk
Rochdale Pioneers Museum,"31 Toad Lane, Rochdale, Lancashire, OL12 0NU",OL12 0NU,53.6197831039542,-2.15977225967959,www.rochdalepioneersmuseum.coop
Norton Priory Museum and Gardens,"Tudor Road, Runcorn, Cheshire, WA7 1SX",WA7 1SX,53.3422572805273,-2.68028549225121,www.nortonpriory.org
World of Glass,"Chalon Way East, St Helens, Merseyside, WA10 1BX",WA10 1BX,53.4500855859824,-2.73502635757624,www.worldofglass.com
Ordsall Hall,"322 Ordsall Lane, Ordsall, Salford, M5 3AN",M5 3AN,53.4694535514682,-2.2773708180784,http://www.salfordcommunityleisure.co.uk/culture/ordsall-hall
Salford Museum and Art Gallery,"Peel Park, Salford, M5 4WU",M5 4WU,53.4851605140398,-2.27167144926649,http://www.salfordcommunityleisure.co.uk/culture/salford-museum-and-art-gallery
British Lawnmower Museum,"106-114 Shakespeare Street, Southport, Merseyside, PR8 5AJ",PR8 5AJ,53.6394182963464,-3.00494395228226,www.lawnmowerworld.com
The Atkinson,"The Atkinson
Lord Street
Southport, PR8 1DH",PR8 1DH,53.6470467870822,-3.00635075870818,www.theatkinson.co.uk
Chadkirk Chapel,"Vale Road, Chadkirk, near Romiley, Stockport, SK6 3LD",SK6 3LD,53.4043042624929,-2.09144220425246,www.stockport.gov.uk/chadkirkchapel
Hat Works - the Museum of Hatting,"Wellington Mill, Wellington Road South, Stockport, SK3 0EU",SK3 0EU,53.4086425231238,-2.1621527548605,www.stockport.gov.uk/hatworks
Stockport Museum,"30/31 Market Place, Stockport, SK1 1ES",SK1 1ES,53.4117689856629,-2.15658336959566,www.stockport.gov.uk/stockportstory
Turton Tower,"Chapeltown Road, Turton, near Bolton, Lancashire, BL7 0HG",BL7 0HG,53.6320758692333,-2.40758116021871,www.visitblackburn.co.uk
Saddleworth Museum and Art Gallery,"High Street, Uppermill, Saddleworth, Oldham, OL3 6HS",OL3 6HS,53.5471654563898,-2.00702492965187,www.saddleworthmuseum.co.uk
The Beacon,"West Strand, Whitehaven, Cumbria, CA28 7LY",CA28 7LY,54.54858366128,-3.59467703534943,www.thebeacon-whitehaven.co.uk
Whitworth Historical Society,"North Street, Whitworth, Rochdale, OL12 8RE",OL12 8RE,53.6595507105948,-2.17628055430481,www.whitworthhistoricalsociety.org.uk
Gordon Highlanders Museum,"St Luke’s, Viewfield Road, Aberdeen, AB15 7XH",AB15 7XH,57.1370845721137,-2.14636617250418,www.gordonhighlanders.com
University of Aberdeen - King's Museum,"University of Aberdeen
King's Museum
Old Aberdeen Town House
High Street
Aberdeen, AB24 3EN",AB24 3EN,57.1666911750685,-2.10251674761748,www.abdn.ac.uk/ museums
University of Aberdeen Museums,"University of Aberdeen Museums
King's Museum
Aberdeen, AB24 3EN",AB24 3EN,57.1666911750685,-2.10251674761748,www.abdn.ac.uk/museums
Grampian Transport Museum,"Alford, Aberdeenshire, AB33 8AE",AB33 8AE,57.2351833092631,-2.70300332148288,www.gtm.org.uk
Clackmannanshire Council Museum & Heritage Service,"c/o Alloa Library, Drysdale Street, Alloa, FK10 1JL",FK10 1JL,56.1156942576469,-3.7911008907088,www.clacksweb.org.uk
Robert Burns Birthplace Museum,"Murdoch's Lone , Alloway, Ayr, KA7 4PQ",KA7 4PQ,55.4274107744697,-4.6369387268516,www.burnsmuseum.org.uk
Annan Museum,"Bank Street, Annan, DG12 6AA",DG12 6AA,54.9869157180018,-3.2622713027452,www.dumgal.gov.uk/artsandmuseums
Scottish Fisheries Museum,"St Ayles, Harbourhead, Anstruther, Fife, KY10 3AB",KY10 3AB,56.2218921785242,-2.69639917885268,www.scotfishmuseum.org
Banchory Museum,"Bridge Street, Banchory, Kincardineshire, AB31 5SX",AB31 5SX,57.0503512350362,-2.50358173185875,www.aberdeenshire.gov.uk/heritage/
Banff Museum,"High Street, Banff, Banffshire, AB45 1AE",AB45 1AE,57.6638371813158,-2.52301957349806
Museum of the King’s Own Scottish Borderers,"The Barracks, Berwick-upon-Tweed, Northumberland, TD15 1DG",TD15 1DG,55.7713478319573,-2.0002773336347,www.kosb.co.uk
Biggar & Upper Clydesdale Museum,"Biggar & Upper Clydesdale Museum
156 High Street
Biggar
South Lanarkshire, ML12 6DT",ML12 6DT,55.6244611545579,-3.52556357195517,www.biggarmuseumtrust.co.uk
Greenhill,"Burn Braes, Biggar, Lanarkshire, ML12 6DT",ML12 6DT,55.6244611545579,-3.52556357195517,www.biggarmuseumtrust.co.uk
Kinneil Museum and Roman Fortlet,"Duchess Anne Cottages, Kinneil Estate, Bo’ness, EH51 0PR",EH51 0PR,56.0078499938007,-3.63254537694575,http://www.falkirkcommunitytrust.org/heritage/
Fife Folk Museum,"High Street, Ceres,  Fife, KY15 5NF",KY15 5NF,56.2920881745917,-2.97016521638071,www.fifefolkmuseum.org
Baird Institute,"Lugar Street, Cumnock, Ayrshire, KA18 1AD",KA18 1AD,55.4545091090602,-4.26667690279728,www.futuremuseum.co.uk
Doon Valley Museum,"Cathcartston, Dalmellington, Ayrshire, KA6 7QY",KA6 7QY,55.3227646932026,-4.39737981986788,www.east-ayrshire.gov.uk
Dingwall Museum,"Town House, High Street, Dingwall, Ross and Cromarty, IV15 9RY",IV15 9RY,57.5955885989527,-4.42879965196653
Denny Ship Model Experiment Tank,"Castle Street, Dumbarton, G82 1QS",G82 1QS,55.9433439582634,-4.56694241169966,www.scottishmaritimemuseum.org
Dumfries and Galloway Aviation Museum,"Former Control Tower, Heathhall Industrial Estate, Dumfries, DG1 3PH",DG1 3PH,55.0898246650278,-3.56215547250906,www.dumfriesaviationmuseum.com
Dumfries and Galloway Museums Service,"Dumfries Museum & Camera Obscura, The Observatory, Rotchell Road, Dumfries, DG2 7SW",DG2 7SW,55.0649504685329,-3.6150082000467,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
Dumfries Museum & Camera Obscura,"The Observatory, Rotchell Road, Dumfries, DG2 7SW",DG2 7SW,55.0649504685329,-3.6150082000467,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
Gracefield Arts Centre,"28 Edinburgh Road, Dumfries, DG1 1JQ",DG1 1JQ,55.0740814602171,-3.60754449717332,www.exploreart.co.uk/artists.asp
John Paul Jones Birthplace Museum And Cottage,"John Paul Jones Cottage, Arbigland, Kirkbean, Dumfries, DG2 8BQ",DG2 8BQ,54.9016770343317,-3.57733473086041,www.jpj.demon.co.uk
Old Bridge House Museum,"Mill Street, Dumfries, DG2 7BE",DG2 7BE,55.0675920869767,-3.61708786402985,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
Robert Burns Centre,"Mill Road, Dumfries, DG2 7BE",DG2 7BE,55.0675920869767,-3.61708786402985,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
Robert Burns House,"Burns Street, Dumfries, DG1 2PS",DG1 2PS,55.065838087741,-3.60769941352932,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
John Muir’s Birthplace,"126 High Street, Dunbar, East Lothian, EH42 1JJ",EH42 1JJ,56.0028189913161,-2.51693415108281,www.jmbt.org.uk
D’Arcy Thompson Zoology Museum,"Carnelley Building, University of Dundee, Dundee, DD1 4HN",DD1 4HN,56.4573507354249,-2.97826932182169,www.dundee.ac.uk/museum/zoology/
Discovery Point/Royal Research Ship Discovery,"Discovery Point, Riverside Drive, Dundee, DD1 4XA",DD1 4XA,56.4558860656016,-2.97028099460649,www.rrsdiscovery.com
Scotland's Jute Museum @ Verdant Works,"West Henderson’s Wynd, Dundee, DD1 5BT",DD1 5BT,56.4613630710323,-2.98442561725621,www.verdantworks.com
Tayside Medical History Museum,"Ninewells Hospital & Medical School, Dundee, DD1 9SY",DD1 9SY,56.4616938045392,-2.99141237117508,www.dundee.ac.uk/museum/medical.htm
University of Dundee Museum Services,"Hawkhill House, University of Dundee, Dundee, DD1 4HN",DD1 4HN,56.4573507354249,-2.97826932182169,www.dundee.ac.uk/museum/
Shetland Croft House Museum,"South Voe, Dunrossness, Shetland, ZE2 9JQ",ZE2 9JQ,59.9322392228051,-1.28284213612737,www.shetlandmuseumandarchives.org.uk
National Museum of Rural Life,"Wester Kittochside, Philipshill Road, East Kilbride, G76 9HR",G76 9HR,55.7738320990877,-4.22561328915583,www.nms.ac.uk/rural
National Museum of Flight,"East Fortune Airfield, East Lothian, EH39 5LF",EH39 5LF,56.0059801954856,-2.71042179203787,www.nms.ac.uk/flight
City Art Centre,"2 Market Street, Edinburgh, EH1 1DE",EH1 1DE,55.9507418695421,-3.19025942154113,www.edinburghmuseums.org.uk
Edinburgh Brass Rubbing Centre,"Trinity Apse, Chalmers Close, High Street, Edinburgh, EH1 1SS",EH1 1SS,55.9507036274122,-3.1858382891614,www.edinburghmuseums.org.uk
Lauriston Castle,"2a Cramond Road South, Edinburgh, EH4 5QD",EH4 5QD,55.9688684962932,-3.2787765212258,www.edinburghmuseums.org.uk
Museum of Edinburgh,"142 Canongate, Royal Mile, Edinburgh, EH8 8DD",EH8 8DD,55.9514706548245,-3.17894341277833,www.edinburghmuseums.org.uk
National Galleries of Scotland,"70 Belford Road, Edinburgh, EH4 3DE",EH4 3DE,55.9509452845385,-3.22271100755409,www.nationalgalleries.org
National Library of Scotland,"George IV Bridge, Edinburgh, EH1 1EW",EH1 1EW,,,www.nls.uk
National Museum of Scotland,"Chambers Street, Edinburgh, EH1 1JF",EH1 1JF,55.9471797115833,-3.18973378352549,www.nms.ac.uk
Nelson Monument,"32 Calton Hill, Edinburgh, EH7 5AA",EH7 5AA,55.9543205766071,-3.18534028437502,www.edinburghmuseums.org.uk
Newhaven Heritage Museum,"24 Pier Place, Edinburgh, EH6 4LP",EH6 4LP,55.980665332028,-3.1956340161234,www.cac.org.uk
People’s Story,"Canongate Tolbooth, Royal Mile, 163 Canongate, Edinburgh, EH8 8BN",EH8 8BN,55.9513823901244,-3.18065429264712,www.edinburghmuseums.org.uk
Royal Observatory Visitor Centre,"Blackford Hill, Edinburgh, EH9 3HJ",EH9 3HJ,55.9232244596337,-3.18786341529573,www.roe.ac.uk/vc
Scott Monument,"Princes Street, Edinburgh, EH2 2EJ",EH2 2EJ,55.9522937322018,-3.19331786883846,www.edinburghmuseums.org.uk
Scottish National Gallery,"The Mound, Edinburgh, EH2 2EL",EH2 2EL,55.9518324400531,-3.1964105516657,www.nationalgalleries.org
Scottish National Gallery of Modern Art,"73 & 75 Belford Road, Edinburgh, EH4 3DR",EH4 3DR,55.9510457568442,-3.22526049055339,www.nationalgalleries.org
Scottish National Portrait Gallery,"1 Queen Street, Edinburgh, EH2 1JD",EH2 1JD,55.955516850608,-3.19359322949514,www.nationalgalleries.org
Surgeons’ Hall Museums,"The Royal College of Surgeons of Edinburgh, Nicolson Street, Edinburgh, EH8 9DW",EH8 9DW,55.946750053337,-3.18490078031187,http://www.museum.rcsed.ac.uk/
Talbot Rice Gallery,"University of Edinburgh, Old College, South Bridge, Edinburgh, EH8 9YL",EH8 9YL,55.9476969294632,-3.18734768146803,www.trg.ed.ac.uk
The Fruitmarket Gallery,"45 Market Street, Edinburgh, Scotland, EH1 1DF",EH1 1DF,55.9512188864262,-3.190177973046,www.fruitmarket.co.uk
Writers’ Museum,"Lady Stair’s House, Lady Stair’s Close, Lawnmarket, Royal Mile, Edinburgh, EH1 2PA",EH1 2PA,55.9495245484072,-3.19348889440695,www.edinburghmuseums.org.uk
Elgin Museum,"1 High Street, Elgin, Moray, IV30 1EQ",IV30 1EQ,57.649074837081,-3.31054721809277,www.elginmuseum.org.uk
Eyemouth Museum,"Auld Kirk, Manse Road, Eyemouth, Berwickshire, TD14 5JE",TD14 5JE,55.8714350709317,-2.08866647329926,eyemouthmuseum.co.uk
Callendar House,"Callendar Park, Falkirk, FK1 1YR",FK1 1YR,55.9944454217944,-3.76725714165757,http://www.falkirkcommunitytrust.org/heritage/
Nelson Tower,"7 Broom Walk
Findhorn
Forres
Moray, IV36 3WF",IV36 3WF,57.6585017102827,-3.60632323906728,www.forresheritage.org
Highlanders’ Museum,"Fort George, Ardersier, by Inverness, IV2 7TD",IV2 7TD,57.5826352007731,-4.05169180677272,www.thehighlandersmuseum.com
West Highland Museum,"Cameron Square, Fort William, Inverness-shire, PH33 6AJ",PH33 6AJ,56.8177932551961,-5.11036651479622,www.westhighlandmuseum.org.uk
Sandhaven Meal Mill,"Sandhaven, by Fraserburgh, Aberdeenshire, AB43 4EP",AB43 4EP,,
Gairloch Heritage Museum,"Achtercairn, Gairloch, Ross-shire, IV21 2BP",IV21 2BP,57.72889737714,-5.69272395570399,www.gairlochheritagemuseum.org
McKechnie Institute,"40a Dalrymple Street, Girvan, Ayrshire, KA26 9AE",KA26 9AE,55.2425425290883,-4.85571194329021
Centre for Contemporary Arts,"350 Sauchiehall Street, Glasgow, G2 3JD",G2 3JD,55.8660483253732,-4.26668782587377,www.cca-glasgow.com
Fossil Grove,"Victoria Park, Glasgow, G14 1BN",G14 1BN,,,www.glasgowmuseums.com
Museum of Anatomy,"Laboratory of Human Anatomy/IBLS, University of Glasgow, Glasgow, G12 8QQ",G12 8QQ,55.8717586290522,-4.28836092208379,www.hunterian.gla.ac.uk
The Lighthouse,"11 Mitchell Lane, Glasgow, G1 3NU",G1 3NU,55.8598599839981,-4.25522100460739
Glencoe Folk Museum,"Glencoe Village, Glencoe, Argyll, PH49 4HS",PH49 4HS,56.6826357905754,-5.10103530264742,www.glencoemuseum.co.uk
Grantown Museum,"Burnfield House, Burnfield Avenue, Grantown-on-Spey, Moray, PH26 3HH",PH26 3HH,57.3326832547544,-3.60458155167148,www.grantownmuseum.co.uk
East Lothian Council Museums Service,"Library & Museums HQ, Dunbar Road, Haddington, East Lothian, EH41 3PJ",EH41 3PJ,55.9607065314994,-2.7743034291403,www.eastlothianmuseums.org
Low Parks Museum,"129 Muir Street, Hamilton, Lanarkshire, ML3 6BJ",ML3 6BJ,55.7789030277601,-4.03687149799565
The Story of Skerryvore Lighthouse Exhibition,"Morton Boyd Hall, Hynish, Isle of Tiree, Argyll, PA77 6UG",PA77 6UG,56.4487758238183,-6.89372383919093,www.hebrideantrust.org
Auchindrain,"Inveraray, Argyll, PA32 8WD",PA32 8WD,56.1795505841885,-5.17629479401057,www.auchindrain.org.uk
Iona Heritage Centre,"Iona Heritage Centre, Isle of Iona, Argyll, PA76 6SJ",PA76 6SJ,56.3312168441892,-6.39274496561976,http://www.welcometoiona.com/places-of-interest/heritage_centre
Mary Queen of Scots’ Visitor Centre,"Queen Street, Jedburgh, Roxburghshire, TD8 6EN",TD8 6EN,55.4786371515274,-2.55270230801904,www.liveborders.org.uk
Dean Castle,"Dean Castle Country Park, off Dean Road, Kilmarnock, Ayrshire, KA3 1XB",KA3 1XB,55.6232403515895,-4.48373113063064,www.enjoyeastayrshire.com
Dick Institute,"Elmbank Avenue, Kilmarnock, Ayrshire, KA1 3BU",KA1 3BU,55.6085323737471,-4.48964465657636,www.enjoyeastayrshire.com
East Ayrshire Council Cultural and Countryside Service,"The Palace Complex, 9 Green Street, Ayrshire, Kilmarnock, KA1 3BN",KA1 3BN,55.6097075051653,-4.49418122808574,www.enjoyeastayrshire.com
Kilmartin Museum,"Kilmartin, Argyll, PA31 8RQ",PA31 8RQ,56.1382344673446,-5.4841690112039,www.kilmartin.org
Michael Bruce Cottage Museum,"The Cobbles, Kinnesswood, Kinross, KY13 9HL",KY13 9HL,56.2133090664535,-3.32887505264404
Clan Armstrong Museum,"Lodge Walk, Castleholm, Langholm, Dumfriesshire, DG13",No Valid Postcode Found,,,www.armstrongclan.org
Almond Valley Heritage Trust,"Livingston Mill, Millfield, Livingston, West Lothian, EH54 7AR",EH54 7AR,55.8858943278121,-3.54736544549264,www.almondvalley.co.uk
Lyth Arts Centre,"Wick, Caithness, KW1 4UD",KW1 4UD,58.5431428706672,-3.20378010783176,www.lytharts.org.uk
Mallaig Heritage Centre,"Station Road, Mallaig, Inverness-shire, PH41 4PY",PH41 4PY,57.0059360546768,-5.82894950210119,www.mallaigheritage.org.uk
Burns House Museum,"Castle Street, Mauchline, Ayrshire, KA5 5BZ",KA5 5BZ,55.5160505858089,-4.3798330878161,www.east-ayrshire.gov.uk
Maud Railway Museum,"Maud Station, Maud, Aberdeenshire, AB42 5LY",AB42 5LY,57.5221979847592,-2.12548598701271
Trimontium Museum,"The Ormiston, Market Square, Melrose, Roxburghshire, Scotland, TD6 9PN",TD6 9PN,55.5971593816252,-2.72000992161019,www.trimontium.org.uk
Lillie Art Gallery,"Lillie Art Gallery, Station Road, Milngavie, Glasgow, G62 8BZ",G62 8BZ,55.9419370454513,-4.31219703897911,www.eastdunbarton.gov.uk
Aberdeenshire Farming Museum,"Aden Country Park, Mintlaw, Peterhead, Aberdeenshire, AB42 5FQ",AB42 5FQ,57.5216003055753,-2.03324254993566,www.aberdeenshire.gov.uk/heritage/
Aberdeenshire Museums Service,"Station Road, Mintlaw, Peterhead, Aberdeenshire, AB42 5EE",AB42 5EE,57.5250986976879,-2.00673113774979,www.aberdeenshire.gov.uk/heritage/
Moffat Museum,"Harthope House, Church Gate, Moffat, Dumfries & Galloway, DG10 9EG",DG10 9EG,55.3319181750018,-3.44369187644063,www..moffatmuseum.org
North Lanarkshire Heritage Centre,"High Road, Motherwell, ML1 3HU",ML1 3HU,55.7906491323575,-3.99523059382995,www.culturenl.co.uk/museums
Musselburgh Museum,"65 High Street, 
Musselburgh,
East Lothian., EH21 7BZ",EH21 7BZ,55.9430768342175,-3.04890283123823,http://www.musselburghmuseum.org.uk/
New Lanark Visitor Centre,"Mill No 3, New Lanark World Heritage Site, Lanark, ML11 9DB",ML11 9DB,55.6630954723215,-3.78151161127784,www.newlanark.org
National Mining Museum Scotland,"Lady Victoria Colliery
Newtongrange
Midlothian, EH22 4QN",EH22 4QN,55.8598751961207,-3.06632666470652,www.nationalminingmuseum.com
Cornice Museum of Ornamental Plasterwork,"Innerleithen Road, Peebles, Scottish Borders, EH45 8BA",EH45 8BA,55.6520240341265,-3.18631178854523,lgrandisonandson.co.uk
Museum of Abernethy,"Mornington Stables, School Wynd, Abernethy, Perth, PH2 9JJ",PH2 9JJ,56.3334669291756,-3.31213521635436,www.museumofabernethy.co.uk
The Black Watch Castle & Museum,"Balhousie Castle, Hay Street, Perth, PH1 5HR",PH1 5HR,56.4034638617833,-3.43669233447837,www.theblackwatch.co.uk
Arbuthnot Museum,"St Peter Street, Peterhead, Aberdeenshire, AB42 1QD",AB42 1QD,57.5068022106795,-1.78210011291083,www.aberdeenshire.gov.uk/heritage/
Fordyce Joiner’s Workshop and Visitor Centre,"Fordyce, Portsoy, Banffshire, AB45 2SL",AB45 2SL,57.6612749843765,-2.7471285146561
Prestongrange Museum,"Morrison’s Haven, Prestongrange, East Lothian, EH32 9RX",EH32 9RX,55.9520447256637,-3.00462483921513,www.prestongrange.org
Groam House Museum,"High Street, Rosemarkie, Ross-shire, IV10 8UF",IV10 8UF,57.5906053975251,-4.11538606914503,www.groamhouse.org.uk
Bute Museum,"Stuart Street, Rothesay, Isle of Bute, PA20 0EP",PA20 0EP,55.8359265460771,-5.05447528544377,www.butemuseum.org
British Golf Museum,"Bruce Embankment, St Andrews, Fife, KY16 9AB",KY16 9AB,56.3439769966442,-2.80143348109263,www.britishgolfmuseum.co.uk
Sanquhar Tolbooth Museum,"High Street, Sanquhar, Dumfries and Galloway, DG4 5BN",DG4 5BN,,,www.dumgal.gov.uk/artsandmuseumswww.futuremuseum.co.uk
Queensferry Museum,"53 High Street, South Queensferry, EH30 9HP",EH30 9HP,55.9898173247834,-3.39368798736485,www.edinburghmuseums.org.uk
Stirling Smith Art Gallery and Museum,"Dumbarton Road, Stirling, FK8 2RQ",FK8 2RQ,56.1191371923902,-3.9471682404355,www.smithartgalleryandmuseum.co.uk
Tolbooth Museum,"The Harbour, Stonehaven, Kincardineshire, AB39 2JU",AB39 2JU,56.9608463671709,-2.20253592095466,www.stonehaventolbooth.co.uk
Highland Museum of Childhood,"The Old Station, Strathpeffer, Ross-shire, IV14 9ES",IV14 9ES,57.568540485418,-4.57837839548521,www.highlandmuseumofchildhood.org.uk
Stromness Museum,"52 Alfred Street, Stromness, Orkney, KW16 3DF",KW16 3DF,58.9584831634291,-3.30100249809743,orkneycommunities.co.uk/stromnessmuseum
Tain and District Museum,"Tain Through Time, Tower Street, Tain, Ross-shire, IV19 1DY",IV19 1DY,57.8127697995259,-4.05608037964735,www.tainmuseum.org.uk
Caithness Horizons,"Town Hall, High Street, Thurso, KW14 8AJ",KW14 8AJ,58.595656648934,-3.51880572150342,www.caithnesshorizons.co.uk
Mull Museum,"Main Street, Tobermory, Isle of Mull, Argyll, PA75 6NY",PA75 6NY,,,www.mullmuseum.org.uk
Ullapool Museum,"7 & 8 West Argyle Street, Ullapool, Ross-shire, IV26 2TY",IV26 2TY,57.8958640501173,-5.16263391270487,www.ullapoolmuseum.co.uk
Museum of Lead Mining,"Wanlockhead, Dumfriesshire, ML12 6UT",ML12 6UT,55.3982790184604,-3.77832623803232,www.leadminingmuseum.co.uk
Abingdon County Hall Museum,"Market Place, Abingdon, Oxfordshire, OX14 3HG",OX14 3HG,51.6698115971892,-1.28138951426701,www.abingdon.gov.uk
Aldershot Military Museum,"Queens Avenue, Aldershot, Hampshire, GU11 2LG",GU11 2LG,51.2685657072065,-0.748011388640652,www.hampshireculturaltrust.org.uk
Army Physical Training Corps Museum,"Army School of Physical Training, Fox Lines, Queens Avenue, Aldershot, Hampshire, GU11 2LB",GU11 2LB,51.2639110897142,-0.754229351524762,www.aptc.org.uk
Curtis Museum and Allen Gallery,"High Street, Alton, Hampshire, GU34 1BA",GU34 1BA,51.1497372219955,-0.973911611859075,www.hampshireculturaltrust.org.uk/curtis-museum
Amberley Museum and Heritage Centre,"Station Road, Amberley, Arundel, West Sussex, BN18 9LT",BN18 9LT,50.9008813211826,-0.540026607926135,www.amberleymuseum.co.uk
Amersham Museum,"49-51 High Street, Amersham, Buckinghamshire, HP7 0DP",HP7 0DP,51.6668274742036,-0.617886458378892,www.amershammuseum.org
Andover Museum and Museum of the Iron Age,"6 Church Close, Andover, Hampshire, SP10 1DP",SP10 1DP,51.2100165224906,-1.47737597099304,www.hampshireculturaltrust.org.uk
Buckinghamshire County Museum and Roald Dahl Children's Gallery,"9 Church Street, Aylesbury, Buckinghamshire, HP20 2QP",HP20 2QP,51.817141625982,-0.814749583054024,www.buckscc.gov.uk/museum
Basing House,"Redbridge Lane, Basing, Hampshire, RG24 7HB",RG24 7HB,51.2672830569939,-1.05727036347279,www.hants.gov.uk/museum/basing-house
"Milestones, Hampshire’s Living History Museum","Leisure Park, Churchill Way West, Basingstoke, Hampshire, RG22 6PG",RG22 6PG,51.2649491851103,-1.11778879242649,www.milestones-museum.com
Willis Museum and Sainsbury Gallery,"Old Town Hall, Market Place, Basingstoke, Hampshire, RG21 7QD",RG21 7QD,51.262744115609,-1.08703099976577,www.hampshireculturaltrust.org.uk
Yesterday’s World,"Opposite Battle Abbey, 89/90 High Street, Battle, near Hastings, East Sussex, TN33 0AQ",TN33 0AQ,50.9155454743004,0.486406560050337,www.yesterdaysworld.co.uk
National Motor Museum,"John Montagu Building, Beaulieu, Brockenhurst, Hampshire, SO42 7ZN",SO42 7ZN,50.8230324362074,-1.45361006800473,www.nationalmotormuseum.org.uk
The Hop Farm,"Beltring, Paddock Wood, near Tonbridge, Kent, TN12 6PY",TN12 6PY,51.1972393653659,0.395276895960407,www.thehopfarm.co.uk
Bexhill Museum,"Egerton Road, Bexhill, East Sussex, TN39 3HL",TN39 3HL,50.8369384114394,0.464285893134963,www.bexhill-museum.co.uk
Powell-Cotton Museum,"Powell-Cotton Museum, Quex House and Gardens, Birchington, Kent, CT7 0BH",CT7 0BH,51.3668031114823,1.3157128710646,www.quexmuseum.org
Brading Roman Villa,"Morton Old Road, Brading, Isle of Wight, PO36 OPH",No Valid Postcode Found,,,www.bradingromanvilla.org.uk
Breamore Countryside Museum,"Breamore, near Fordingbridge, Hampshire, SP6 2DF",SP6 2DF,50.97065180311,-1.78397237026817,www.breamorehouse.com
Brenzett Aeronautical Museum,"Ivychurch Road, Brenzett, Romney Marsh, Kent, TN29 0EE",TN29 0EE,51.0089207810295,0.861160749569663,www.brenzettaero.co.uk www.aircraftmuseum.co.uk
